function	10BF	11BF	12BF	13BF	15BF	16BF	17BF	2BF	3BF	4BF	6BF	7BF	8BF	9BF
GCVP-RXN	3656.9	5051.4	2853.5	3233.54	1501.0	1753.79	3305.64	2413.64	679.21	596.54	2460.0	3266.79	3449.27	3418.66
GCVT-RXN	1766.5	2470.0	1387.75	1522.42	727.0	874.8299999999999	1602.78	1259.39	336.96000000000004	328.29	1289.5	1607.04	1900.52	1716.08
GDP-MANNOSE-6-DEHYDROGENASE-RXN	14.0	0.0	8.0	0.0	0.0	14.0	3.0	14.0	0.0	0.0	23.0	17.0	85.0	0.0
GDPKIN-RXN	1271.0	2466.67	1191.5	2045.0	798.25	1061.87	1839.81	738.72	312.71	3169.37	792.25	1077.62	1806.52	858.25
GDPMANDEHYDRA-RXN	7296.83	6400.83	7761.68	5146.08	4711.5	4643.45	4904.14	2774.9700000000003	1737.79	1067.46	2401.33	3353.54	3790.55	4497.59
GDPPYPHOSKIN-RXN	14816.62	10265.97	12941.19	16197.4	6967.99	21334.38	11551.76	12897.77	18674.47	22400.75	12504.1	15075.09	18212.41	11426.19
GDPREDUCT-RXN	6281.33	5051.67	5921.8	7585.25	3295.5	16050.83	5041.4	3773.8	15046.82	19740.99	4724.0	6133.07	5495.74	4654.59
GENTISATE-12-DIOXYGENASE-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKI-RXN	6278.95	4640.03	6065.18	6732.35	3193.83	10122.82	5122.95	4509.110000000001	7429.35	8962.25	4979.58	5146.16	5892.99	4478.17
GLCNACPTRANS-RXN	746.4	176.5	248.25	2263.7	45.25	6201.11	639.12	634.64	6310.06	7648.04	1693.5	1344.0500000000002	2275.59	1262.35
GLU6PDEHYDROG-RXN	66.5	85.0	42.0	109.5	44.0	5949.39	18.64	88.14	5803.06	5145.79	58.0	254.29	155.1	148.5
GLUC1PADENYLTRANS-RXN	4664.139999999999	2467.9	2602.08	9039.6	1057.91	9640.45	4851.98	9004.39	12120.92	13786.54	9626.19	9541.05	12580.16	4534.51
GLUCARDEHYDRA-RXN	48.0	18.0	47.0	86.0	23.0	104.08	41.28	51.28	3.42	10.58	17.0	43.58	63.04	0.0
GLUCISOM-RXN	398.5	68.0	130.0	242.5	44.0	5973.29	105.64	445.14	5516.06	4967.04	587.0	1145.29	590.15	413.5
GLUCONATE-2-DEHYDROGENASE-RXN	0.0	3.0	0.0	0.0	0.0	31.62	9.42	2.33	0.0	2.33	0.0	0.0	5.76	0.0
GLUCONATE-5-DEHYDROGENASE-RXN	5374.28	2474.03	4899.93	6074.1	2474.5	3495.91	4112.17	3802.58	2693.66	1512.92	4445.16	5255.83	4164.79	3942.42
GLUCONOKIN-RXN	73.0	84.0	304.0	201.0	39.0	5962.04	408.64	122.14	5779.06	5321.79	390.0	226.29	460.65	229.0
GLUCONOLACT-RXN	119.5	25.0	51.5	130.5	10.0	135.79	132.14	130.0	98.0	50.0	121.0	272.0	37.88	103.5
GLUCOSAMINE-6-P-DEAMIN-RXN	10885.06	8282.36	11053.65	10138.46	6030.0	12891.79	7976.809999999999	6527.8	9215.4	9720.38	6242.38	8208.92	8299.619999999999	7363.81
GLUCOSAMINE-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCOSE-1-DEHYDROGENASE-RXN	11.0	16.0	47.0	25.0	17.0	45.0	16.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
GLUCOSE-1-PHOSPHAT-RXN	8403.189999999999	5940.359999999999	10612.29	5619.84	5717.75	5341.56	5929.780000000001	2697.91	1079.87	810.38	2885.99	3665.62	3327.74	5178.52
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	13.5	1.0	11.75	0.0	3.0	5579.79	63.64	229.14	5623.31	4618.29	275.0	131.04	118.35	16.0
GLUCOSYLCERAMIDASE-RXN	4830.83	1443.83	5460.18	2822.5	3364.5	8394.16	1753.5	1243.3300000000002	11018.35	9310.42	902.0	1241.0	1185.16	2693.67
GLUCUROISOM-RXN	7711.11	3121.66	8169.94	5616.79	4360.0	4168.9	4391.780000000001	3386.3	2010.04	1180.63	3825.61	4730.09	3814.12	5216.56
GLURS-RXN	8179.35	7515.2	7669.47	8755.48	4175.08	17659.55	8188.31	6540.13	16643.59	12379.12	7775.22	7856.719999999999	8707.49	6926.02
GLUTACONATE-COA-TRANSFERASE-RXN	472.4	214.4	192.0	441.2	0.0	0.5	160.0	0.0	1.2	120.0	110.0	0.0	32.0	64.0
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	1710.3200000000002	958.7	805.04	3539.8	414.33	1728.6	1959.17	3224.83	2251.5	1499.08	3792.39	4129.88	4545.54	2140.38
GLUTAMATE-DEHYDROGENASE-RXN	88.0	146.0	48.0	56.0	0.0	36.5	128.0	241.0	9.6	14.75	114.0	381.0	411.75	169.0
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	970.2	2321.7	1105.79	989.28	688.0	762.5	1429.0	555.0	215.35	279.5	389.64	668.25	667.75	465.75
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	1421.8200000000002	888.7	683.75	3222.7	396.58	7472.58	1563.0	3129.08	8326.85	8601.58	3215.33	3666.55	3969.11	1389.8
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	5967.95	4516.83	5925.68	5351.93	3190.83	9964.74	4972.5	4797.08	8464.18	6330.17	4909.66	5335.05	5980.52	4702.39
GLUTAMATE-SYNTHASE-NADH-RXN	23663.51	16454.35	23929.19	23180.97	12819.24	27412.33	18661.76	16528.870000000003	21733.44	15439.42	17111.87	19611.42	20837.72	16547.71
GLUTAMATESYN-RXN	23663.51	16454.35	23929.19	23180.97	12819.24	27412.33	18661.76	16528.870000000003	21733.44	15439.42	17111.87	19611.42	20837.72	16547.71
GLUTAMINE--TRNA-LIGASE-RXN	6641.15	4738.7	6245.97	6886.379999999999	3319.83	4483.049999999999	5583.31	4990.22	2732.29	1896.96	5591.47	5804.92	6346.789999999999	5393.97
GLUTAMINESYN-RXN	12451.25	7178.1	11250.9	13178.93	5945.16	19935.54	9255.81	10715.63	17581.17	16174.71	11497.94	12522.47	13982.94	10200.69
GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	0.0	76.0	5.5	0.0	9.0	437.9500000000001	37.92	42.61	24.42	147.41	73.0	178.57999999999998	695.3	10.0
GLUTARYL-COA-DEHYDROGENASE-RXN	29.0	0.0	48.0	0.0	0.0	0.25	0.0	10.0	0.0	6.0	7.0	17.0	18.0	0.0
GLUTATHIONE-PEROXIDASE-RXN	5014.08	3786.17	5355.18	3662.58	2904.5	2976.03	3271.6400000000003	1813.97	585.89	3091.46	2148.83	2318.04	2827.39	4261.34
GLUTATHIONE-REDUCT-NADPH-RXN	55.0	26.0	57.5	293.0	69.0	117.12	26.64	107.14	35.71	3515.29	64.0	458.29	733.3499999999999	0.0
GLUTATHIONE-SYN-RXN	33.0	1.0	48.0	6.0	3.0	28.79	12.64	25.14	1.71	6.04	24.0	24.29	19.77	32.0
GLUTCYSLIG-RXN	194.0	34.0	73.5	1052.44	33.0	5994.12	99.81	278.14	6914.06	8080.79	336.0	732.62	1051.77	167.0
GLUTDECARBOX-RXN	12.0	0.0	0.0	68.0	0.0	3.5	82.0	103.28	3.42	37.58	39.0	69.58	66.28	74.5
GLUTDEHYD-RXN	8386.15	7375.54	7598.22	8186.129999999999	4142.08	11434.38	7230.31	5907.05	9095.99	9580.54	6700.97	7048.67	8326.169999999998	6454.47
GLUTKIN-RXN	6479.65	4558.53	6027.68	6220.2	3168.08	9546.53	5347.31	4459.8	8256.06	8978.54	5332.75	5685.67	6847.039999999999	5206.47
GLUTRACE-RXN	6785.85	4838.2	6325.47	7077.98	3371.08	10515.13	5733.31	5188.8	8885.84	9598.04	5951.22	5820.719999999999	7287.99	5584.52
GLUTRNAREDUCT-RXN	2137.37	542.5	1614.54	2309.03	1220.33	1329.04	794.81	1380.97	189.31	295.37	1337.64	1763.1699999999998	2691.55	1740.8
GLUTSEMIALDEHYDROG-RXN	6479.65	4558.53	6027.68	6220.2	3168.08	9546.53	5347.31	4459.8	8256.06	8978.54	5332.75	5685.67	6780.039999999999	5206.47
GLY3KIN-RXN	4.0	0.0	0.0	0.0	3.0	27.5	9.5	15.14	1.71	5.29	0.0	7.29	15.14	0.0
GLYC3PDEHYDROG-RXN	1573.15	697.4	884.0799999999999	2614.98	286.0	1568.54	1188.31	2458.06	2351.19	1548.41	2313.89	3154.24	2371.32	1289.83
GLYC3PDEHYDROGBIOSYN-RXN	6756.65	4838.2	6215.47	7047.82	3348.08	10525.13	5673.31	5328.8	9853.24	10048.04	6050.22	6225.92	7326.789999999999	5477.72
GLYCDEH-RXN	538.9	488.0	246.75	976.2	153.0	1288.04	814.81	1670.14	641.37	535.04	918.91	1577.97	1847.72	450.6
GLYCERATE-DEHYDROGENASE-RXN	6396.45	4659.7	5857.43	6660.85	3321.08	4225.799999999999	4843.64	4802.66	1338.18	1237.0	4648.58	6118.75	5977.07	4544.42
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	0.0	73.0	0.0	0.0	0.0	18.25	0.0	0.0	0.0	4.0	7.0	27.0	16.0	0.0
GLYCEROL-DEHYDRATASE-RXN	0.0	1.5	12.37	70.28999999999999	0.0	0.0	32.0	51.0	0.0	0.0	0.0	0.0	95.64	0.0
GLYCEROL-KIN-RXN	1754.02	1021.4	913.08	4178.27	490.33	1755.83	1764.4499999999998	3540.64	2619.81	2245.79	3594.64	4313.42	4626.76	1725.88
GLYCERONE-KINASE-RXN	3.5	1.0	0.0	1.5	3.0	19.04	12.64	5.0	12.0	4.0	5.0	30.0	95.88	3.5
GLYCINE--TRNA-LIGASE-RXN	7207.65	4915.7	6776.76	7315.25	3447.08	10872.5	6504.95	5472.27	9320.55	12753.41	6779.86	6818.21	8722.89	6238.72
GLYCOGEN-BRANCH-RXN	8139.42	5764.4	6886.97	9061.68	3668.41	11191.53	6580.31	8059.97	10892.07	10539.46	8401.3	9326.52	10803.52	6294.82
GLYCOGENSYN-RXN	6900.68	4912.7	6264.47	6965.42	3333.0	4529.28	5460.31	5217.72	3038.8900000000003	4556.21	5907.97	6342.719999999999	7662.91	5573.27
GLYCOLALD-DEHYDROG-RXN	0.0	0.0	0.0	0.0	3.0	14.0	9.5	15.14	1.71	6.04	8.0	10.29	19.77	3.5
GLYCOLALDREDUCT-RXN	665.4200000000001	539.5	338.25	1194.5	174.57999999999998	6444.0	879.0	1254.39	7595.89	5613.79	1529.97	1856.04	1497.35	886.0
GLYCOLATE-REDUCTASE-RXN	30.7	79.2	0.0	5.1	0.0	21.5	8.0	55.0	18.0	99.0	143.0	443.0	173.0	120.5
GLYCOPHOSPHORYL-RXN	7836.07	5472.2	6744.47	9898.88	3695.41	11899.4	6745.95	7852.110000000001	10942.78	13004.75	8344.3	9644.21	11035.1	6507.97
GLYCPDIESTER-RXN	8755.08	4056.16	9557.15	8462.25	5590.33	17474.44	5804.81	4268.4400000000005	12975.3	11479.67	5142.14	7304.91	5994.48	5135.59
GLYMALTOPHOSPHORYL-RXN	7836.07	5472.2	6744.47	9898.88	3695.41	11899.4	6745.95	7852.110000000001	10942.78	13004.75	8344.3	9644.21	11035.1	6507.97
GLYOCARBOLIG-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	17.0	7.29	15.14	0.0
GLYOHMETRANS-RXN	6785.65	4800.5	6279.68	6778.39	3312.08	4817.129999999999	5647.31	4754.8	8618.47	9438.04	5683.41	6021.719999999999	6969.49	5508.52
GLYOXI-RXN	4262.1	2157.23	4286.01	5253.33	2447.83	3678.32	2832.95	4818.97	1434.7399999999998	4155.46	4864.530000000001	6210.17	6835.919999999999	2917.3
GLYOXII-RXN	154.0	100.0	70.5	69.25	18.0	178.40999999999997	42.28	108.28	58.77	2678.83	201.5	278.83	684.37	179.25
GLYOXIII-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	15.14	0.0
GLYOXYLATE-REDUCTASE-NADP+-RXN	154.2	43.2	22.0	165.6	37.0	226.58	66.28	553.28	311.42	190.58	998.0	1170.58	681.92	503.0
GLYRIBONUCSYN-RXN	6832.65	4838.2	6359.47	7060.379999999999	3372.08	10514.53	5730.31	5314.8	8901.24	9610.04	5957.22	6330.92	7163.789999999999	5304.72
GMP-REDUCT-RXN	4.0	74.0	21.5	85.0	21.0	68.12	12.64	69.14	18.71	392.29	45.0	178.29000000000002	607.02	0.0
GMP-SYN-GLUT-RXN	7070.65	4962.2	6489.97	7498.16	3431.08	16568.75	5896.95	5707.8	15153.93	17076.54	6245.81	6697.92	7873.129999999999	5594.88
GPH-RXN	12124.7	10190.26	12545.54	14015.1	6366.49	15550.11	12582.59	11538.04	12447.88	11653.46	12785.46	13673.27	15956.83	10286.41
GPPSYN-RXN	6789.65	4838.2	6294.47	7054.82	3362.08	10529.13	5676.31	5211.8	8881.24	9613.04	5920.22	6320.92	7408.789999999999	5545.72
GSAAMINOTRANS-RXN	2150.37	615.5	1637.54	2303.03	1220.33	1347.29	794.81	1398.97	175.31	370.37	1370.64	1759.17	2750.55	1791.8
GSADENYLATION-RXN	249.0	11.0	331.0	51.0	40.0	5947.79	408.64	111.14	5796.06	4734.79	611.0	36.29	604.0999999999999	416.0
GSDEADENYLATION-RXN	249.0	11.0	331.0	51.0	40.0	5947.79	408.64	111.14	5796.06	4734.79	611.0	36.29	604.0999999999999	416.0
GSHTRAN-RXN	47.0	5.0	56.0	0.0	18.0	185.45	75.7	84.56	6.84	21.91	102.0	175.16	108.35	0.0
GSPAMID-RXN	0.0	1.0	4.0	0.0	0.0	1.29	3.14	15.14	1.71	5.29	0.0	7.29	20.6	0.0
GST-RXN	47.0	5.0	56.0	0.0	18.0	185.45	75.7	84.56	6.84	21.91	102.0	175.16	108.35	0.0
GTP-CYCLOHYDRO-I-RXN	5732.45	4329.0	5825.22	5497.049999999999	3201.08	10104.53	4685.31	3822.46	6892.57	8196.7	3756.05	4095.17	5516.21	4588.89
GTP-CYCLOHYDRO-II-RXN	6064.9	4653.87	5956.93	5099.78	3170.08	3691.32	4930.95	3713.27	6270.93	5791.91	4125.16	4612.46	5224.98	4734.64
GTPPYPHOSKIN-RXN	14816.62	10265.97	12941.19	16197.4	6967.99	21334.38	11551.76	12897.77	18674.47	22400.75	12504.1	15075.09	18212.41	11426.19
GUANIDINOBUTANAMIDE-NH3-RXN	92.0	99.0	0.0	99.0	12.0	102.29	17.14	11.0	60.0	2620.75	60.0	193.0	69.75	0.0
GUANIDINOBUTYRASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	0.0
GUANINE-DEAMINASE-RXN	5020.03	3799.83	5261.93	3665.12	2908.5	2841.2	3375.1400000000003	2401.7200000000003	1585.79	921.21	2480.33	3074.84	3329.01	3471.3900000000003
GUANOSINEKIN-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	152.01999999999998	0.0
GUANPRIBOSYLTRAN-RXN	6723.15	4944.2	6356.76	8162.809999999999	3364.83	16494.0	5754.62	5153.22	9411.59	12988.46	5819.610000000001	6716.25	7712.209999999999	5307.97
GUANYL-KIN-RXN	7571.099999999999	5183.9	6743.22	8581.419999999998	3590.83	11501.13	6441.48	7220.05	4022.07	5967.79	7257.05	8626.0	9750.21	6135.72
H2NEOPTERINALDOL-RXN	6739.03	5259.83	7797.19	6362.5	3992.33	10809.19	5894.81	4023.88	7168.65	8408.21	4251.13	4587.42	5562.62	5615.4800000000005
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	0.0	1.0	4.0	0.0	3.0	30.79	12.64	39.14	1.71	57.04	17.0	13.29	41.1	0.0
H2NTPEPIM-RXN	0.0	1.0	0.0	0.0	3.0	15.29	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
H2PTERIDINEPYROPHOSPHOKIN-RXN	10590.03	7961.83	11113.15	8600.130000000001	6012.58	12628.69	8077.809999999999	5225.38	7035.65	8608.21	5521.63	5765.92	7561.119999999999	7844.73
H2PTEROATESYNTH-RXN	5780.7	4308.5	6048.22	5421.049999999999	3179.33	9967.53	4921.31	3665.05	6555.57	8147.04	3913.3	3962.17	5447.71	4702.89
HALOACETATE-DEHALOGENASE-RXN	0.0	0.0	0.0	0.0	0.0	4.0	0.0	27.0	17.0	0.0	2.0	12.0	21.0	0.0
HALOALKANE-DEHALOGENASE-RXN	0.0	0.0	0.0	0.0	0.0	4.0	0.0	27.0	17.0	3.0	19.0	12.0	21.0	32.0
HCAMULTI-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	8.0	0.0	10.0	0.0	0.0
HEMEOSYN-RXN	33.0	74.0	48.0	0.0	3.0	47.29	12.64	25.14	1.71	7.29	7.0	24.29	24.02	32.0
HEMN-RXN	0.0	1.0	4.0	0.0	3.0	30.79	12.64	15.14	1.71	56.29	0.0	7.29	19.35	0.0
HEXOKINASE-RXN	37.5	1.5	9.0	18.0	12.25	20.5	10.0	62.25	0.0	0.0	117.25	113.0	131.25	60.75
HIPPURATE-HYDROLASE-RXN	0.0	2.0	91.0	31.0	0.0	2.58	6.28	15.14	1.71	8.29	0.0	16.29	38.9	0.0
HISTAMINOTRANS-RXN	6778.45	5075.33	6537.43	6898.85	3393.08	10615.03	5804.31	5441.1900000000005	8874.35	9215.33	5917.33	6103.71	7291.679999999999	5473.72
HISTCYCLOHYD-RXN	6194.45	4713.33	5934.68	5571.6	3327.08	10391.53	5147.14	4890.8	8882.89	11631.54	5253.58	5688.34	6509.039999999999	5043.47
HISTIDINE--TRNA-LIGASE-RXN	6818.65	4911.2	6342.47	7054.82	3362.08	10547.38	5734.31	5405.8	8881.24	9601.04	6225.22	6461.92	7585.119999999999	5537.72
HISTIDINE-AMMONIA-LYASE-RXN	1019.2	2394.7	1158.79	1030.2800000000002	691.0	833.25	1438.5	555.0	215.35	289.5	396.64	685.25	668.63	465.75
HISTIDINE-DECARBOXYLASE-RXN	29.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HISTIDPHOS-RXN	6915.049999999999	4807.53	6225.01	7967.200000000001	3347.58	10710.78	5557.48	5453.63	9042.49	9278.12	6401.860000000001	7243.35	7613.53	5411.07
HISTONE-ACETYLTRANSFERASE-RXN	13.5	0.0	17.75	19.0	0.0	51.0	35.0	15.0	348.0	165.0	58.0	94.75	75.0	41.0
HISTPRATPHYD-RXN	6320.65	4726.33	6021.18	5743.2	3331.08	16340.86	5306.14	4964.8	15050.24	16468.29	5507.58	5799.139999999999	7299.49	5046.27
HOLO-ACP-SYNTH-RXN	1992.65	3113.2	1875.79	3194.8	888.25	7502.26	3122.95	1781.2199999999998	7826.33	8494.119999999999	2536.06	3071.42	3020.2200000000003	1659.13
HOMOCITRATE-SYNTHASE-RXN	80.0	8.0	0.0	1020.0	0.0	26.0	149.17000000000002	320.0	0.0	12.0	232.0	424.33	460.67	339.0
HOMOCYSMET-RXN	3780.83	3622.0	4882.43	2756.83	2721.5	8660.82	3317.78	1284.8	6613.34	10809.54	1794.33	1755.04	2752.1	2264.84
HOMOCYSMETB12-RXN	8137.65	5644.73	6704.01	10237.81	3627.08	5855.2	6296.48	7635.47	5561.72	3400.96	8019.44	8942.2	9587.34	6409.42
HOMOCYSTEINE-DESULFHYDRASE-RXN	0.0	73.0	16.0	85.0	18.0	18.0	0.0	27.0	0.0	323.0	7.0	132.0	71.0	0.0
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	567.75	669.0	210.5	933.5	139.0	508.19999999999993	825.64	1279.0	941.0	3205.0	1518.0	1571.0	2010.63	1009.25
HOMOGENTISATE-12-DIOXYGENASE-RXN	29.0	74.0	48.0	0.0	0.0	19.54	3.14	10.0	0.0	0.0	7.0	17.0	0.0	0.0
HOMOSERDEAM-RXN	0.0	73.0	16.0	85.0	18.0	18.0	45.0	27.0	0.0	328.75	24.0	132.0	81.63	0.0
HOMOSERDEHYDROG-RXN	7072.85	5060.7	6509.68	7675.549999999999	3464.08	10842.32	6076.95	6817.4400000000005	9541.78	9815.08	7135.16	7311.01	8923.76	5748.52
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	66.0	73.0	77.0	23.0	10.0	20.0	16.0	9.33	20.0	71.08	45.0	39.0	44.08	61.0
HOMOSERKIN-RXN	1500.3200000000002	650.7	847.0	2682.14	431.58	6949.62	2005.81	2303.72	7802.09	8776.119999999999	3914.08	3128.42	4696.63	2084.8
HOMSUCTRAN-RXN	6663.65	4719.7	6182.68	6862.28	3319.08	10372.53	5303.31	5085.47	8828.57	9252.96	5693.41	6050.92	7144.879999999999	5370.39
HYALURONATE-LYASE-RXN	60.0	8.0	34.0	109.0	0.0	0.25	47.17	71.0	0.0	10.0	83.0	79.33	58.67	276.0
HYDROG-RXN	681.12	272.0	268.0	2497.27	54.33	153.6	480.34	1001.0	575.67	435.0	1314.67	1414.46	1402.95	493.88
HYDROGEN-DEHYDROGENASE-RXN	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
HYDROXY-MANDELATE-RACEMASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	35.2	16.0	47.0	34.6	17.0	60.0	16.0	430.0	210.0	130.0	821.0	1267.8	523.2	334.8
HYDROXYLAMINE-REDUCTASE-RXN	4714.95	2044.2	4472.01	6161.54	2402.83	3208.4	3179.31	3627.3	876.22	968.54	4036.69	4964.62	4708.68	3764.84
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	0.0	73.0	0.0	0.0	0.0	18.25	0.0	10.0	0.0	0.0	7.0	17.0	8.0	0.0
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	55.0	25.0	21.5	123.0	30.0	86.33	60.0	54.0	34.0	2989.0	50.0	312.0	590.0	0.0
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	55.0	25.0	21.5	123.0	30.0	86.33	14.0	38.0	34.0	2925.0	50.0	243.0	556.0	0.0
HYDROXYPYRUVATE-REDUCTASE-RXN	154.2	43.2	22.0	165.6	37.0	240.08	66.28	553.28	311.42	190.58	998.0	1170.58	684.8	471.0
HYPOXANPRIBOSYLTRAN-RXN	6723.15	4944.2	6356.76	8162.809999999999	3364.83	16494.0	5754.62	5153.22	9411.59	12988.46	5819.610000000001	6716.25	7712.209999999999	5307.97
IGPSYN-RXN	4495.45	1866.5	4637.68	3596.43	2451.08	3302.53	2856.1400000000003	2840.8	495.04	3127.04	3122.83	3512.34	4518.79	4347.14
ILEDEAMINE-RXN	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0
IMIDAZOLONEPROPIONASE-RXN	970.2	2394.7	1105.79	989.28	691.0	808.25	1438.5	555.0	215.35	281.5	389.64	668.25	668.63	465.75
IMIDPHOSDEHYD-RXN	6138.45	4663.33	5982.68	5551.6	3307.08	10243.53	5091.14	4941.8	8814.89	6565.54	5240.58	5645.34	6636.039999999999	5052.47
IMP-DEHYDROG-RXN	6769.65	4835.2	6286.47	7122.82	3365.08	16424.42	5712.95	5219.9400000000005	14709.3	14345.83	5857.47	6346.21	7228.059999999999	5574.22
IMPCYCLOHYDROLASE-RXN	11468.98	8629.2	11411.4	10313.46	6241.58	13343.69	8848.81	6698.38	9339.32	9995.21	7094.8	7972.67	8864.449999999999	8287.310000000001
INOPHOSPHOR-RXN	7175.65	5313.2	6281.3	8845.85	3457.08	5073.29	5780.76	5883.75	4612.98	7888.79	6781.030000000001	7962.08	8287.2	5525.55
INORGPYROPHOSPHAT-RXN	4854.37	4029.4	3236.29	8543.73	1581.58	9788.34	4894.12	6687.969999999999	8905.28	9596.12	6956.31	7270.15	9240.11	4750.6900000000005
INOSINEKIN-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	152.01999999999998	0.0
IPPISOM-RXN	55.0	99.0	21.5	123.0	33.0	461.37000000000006	26.64	83.28	71.42	2937.58	99.0	292.58	743.04	0.0
ISOBUTYRYL-COA-MUTASE-RXN	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
ISOCHORMAT-RXN	0.0	1.0	0.0	0.0	3.0	29.04	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
ISOCHORSYN-RXN	4863.83	3875.0	5117.93	3387.58	2943.5	2876.49	3233.78	1691.86	495.5	733.75	1628.08	1931.33	2293.03	3213.59
ISOCIT-CLEAV-RXN	0.0	74.0	0.0	0.0	3.0	47.04	12.64	15.14	1.71	7.29	0.0	7.29	24.02	0.0
ISOCITDEH-RXN	5900.45	4644.33	5673.93	6343.6	3309.08	10148.53	4707.14	4481.55	8176.89	8689.54	4216.83	4719.84	6049.67	4400.47
ISOLEUCINE--TRNA-LIGASE-RXN	6789.65	4838.2	6294.47	7054.82	3362.08	10529.13	5689.31	5181.8	8881.24	9601.04	5915.22	6303.92	7455.789999999999	5513.72
ISOVALERYLCOA-DHLIPOAMIDE-RXN	0.0	73.0	0.0	0.0	0.0	18.75	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0
ISPH2-RXN	7704.099999999999	5302.9	6839.76	9778.85	3657.08	12167.4	6649.48	7677.3	10096.07	7586.79	7621.94	8261.25	9497.96	6224.47
KANAMYCIN-KINASE-RXN	2.0	0.0	2.0	4.67	4.0	0.5	0.0	26.0	0.67	68.0	16.67	40.0	49.33	12.33
KDGALDOL-RXN	0.0	1.0	0.0	0.0	3.0	28.79	16.64	15.14	1.71	65.28999999999999	63.0	7.29	34.02	0.0
KDO-8PPHOSPHAT-RXN	5221.83	3867.0	5569.43	3575.58	2960.5	3119.95	4055.14	1969.05	1635.39	960.54	2443.58	2247.54	2905.26	3920.59
KDO-8PSYNTH-RXN	5084.83	3852.0	5503.93	3418.58	2937.5	3056.95	3978.14	1840.05	548.39	526.54	2233.58	2003.04	2621.26	3784.59
KDOTRANS-RXN	5084.83	3852.0	5503.93	3418.58	2937.5	3056.95	3978.14	1840.05	548.39	526.54	2233.58	2003.04	2621.26	3816.59
KDOTRANS2-RXN	5084.83	3852.0	5503.93	3418.58	2937.5	3056.95	3978.14	1840.05	548.39	526.54	2233.58	2003.04	2621.26	3816.59
KETOACYLCOATHIOL-RXN	0.0	76.0	0.0	0.0	6.0	79.12	120.42	162.28	12.42	26.58	59.0	131.57999999999998	303.8	118.0
KETOGLUTREDUCT-RXN	8881.35	5908.7	7084.18	9394.97	3618.08	11606.28	6789.81	8393.94	10176.37	10622.33	9737.0	11165.26	11974.22	7342.6
KETOHEXOKINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	18.02	0.0
KETOISOCAPROATE-RXN	3.5	146.0	0.0	7.5	0.0	40.25	0.0	54.0	287.0	64.0	170.0	114.0	358.0	137.5
KETOLACTOSE-RXN	33256.08	28977.85	35764.98	30662.49	19584.16	78151.83000000002	28064.65	19950.17	50291.26	42625.19	18827.17	23651.92	22299.42	21765.89
KYNURENINASE-RXN	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-ARABINONOLACTONASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
