function	10BF	11BF	12BF	13BF	15BF	16BF	17BF	2BF	3BF	4BF	6BF	7BF	8BF	9BF
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	154.0	172.0	109.0	411.0	71.0	117.04	232.64	844.14	478.54	540.04	474.58	1206.29	848.15	108.0
3-NUCLEOTID-RXN	5383.58	4206.5	5521.8	5754.48	3034.5	3305.3	3654.31	2489.7200000000003	869.46	3516.46	3587.17	3651.37	3771.92	3940.67
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	153.0	33.0	5.5	142.0	30.0	232.41	165.78	310.47	80.71	79.37	305.5	679.29	584.15	70.0
3-OXOACID-COA-TRANSFERASE-RXN	120.0	259.0	113.0	0.0	4.0	41.66	152.56	141.14	21.71	35.29	183.0	146.29	420.78	61.0
3-OXOACYL-ACP-REDUCT-RXN	13401.87	8142.47	11946.19	15431.65	6155.74	15019.67	10297.35	11886.41	13724.75	12879.79	13110.6	15022.71	16940.159999999996	10856.94
3-OXOADIPATE-COA-TRANSFERASE-RXN	0.0	2.0	0.0	0.0	0.0	2.58	6.28	0.0	0.0	4.0	0.0	0.0	20.64	0.0
3-OXOADIPATE-ENOL-LACTONASE-RXN	55.0	9.5	0.79	954.87	0.0	1.29	29.14	54.0	12.0	66.0	163.14	192.0	180.38	21.0
3-OXOSTEROID-1-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
3.1.1.64-RXN	6.2	146.5	3.54	35.47	0.0	53.0	14.0	215.25	210.0	114.0	568.89	446.3	267.95	283.8
3.1.1.75-RXN	29.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	0.0	0.0
3.1.1.81-RXN	55.0	0.0	24.5	97.0	0.0	29.33	85.0	132.0	0.0	12.0	193.0	100.0	163.0	79.0
3.1.11.1-RXN	77.0	11.0	276.0	31.0	3.0	70.78999999999999	402.64	95.14	18.71	59.29	392.0	19.29	265.35	229.0
3.1.11.2-RXN	6690.15	4838.2	6379.22	7033.07	3325.08	10558.53	5650.31	5061.8	8910.24	9618.79	5595.22	6140.67	6833.959999999999	5269.72
3.1.11.3-RXN	0.0	0.0	0.0	0.0	0.0	4.0	0.0	27.0	17.0	0.0	0.0	12.0	21.0	0.0
3.1.11.6-RXN	13431.1	9521.23	12287.94	13924.54	6650.16	20848.26	10824.62	10206.27	17770.48	19171.75	11254.44	12434.04	14444.05	10635.64
3.1.13.1-RXN	257.5	12.5	292.0	81.0	52.25	70.78999999999999	406.64	129.39	18.71	60.04	619.75	71.28999999999999	617.3499999999999	466.75
3.1.13.3-RXN	6566.65	4831.2	6003.47	7018.26	3322.08	4567.34	5294.67	5038.33	3085.1800000000003	4863.92	5289.22	6243.63	6767.19	5102.72
3.1.13.5-RXN	300.0	11.0	397.0	70.0	40.0	6008.79	446.64	133.14	6116.06	4833.04	640.0	95.29	682.3499999999999	448.0
3.1.2.21-RXN	6332.45	4706.7	5908.47	6872.549999999999	3294.83	4376.74	4840.67	4655.08	2660.58	4594.92	4365.1900000000005	5714.58	6149.49	4630.84
3.1.2.23-RXN	73.0	11.0	272.0	31.0	3.0	68.78999999999999	402.64	98.14	1.71	18.29	400.0	40.29	255.02	229.0
3.1.21.1-RXN	73.0	11.0	272.0	37.0	3.0	68.78999999999999	406.64	95.14	18.71	8.29	392.0	19.29	264.02	229.0
3.1.21.2-RXN	1721.8200000000002	945.7	774.04	3453.74	394.33	7087.39	1655.81	3352.97	8109.54	6007.37	3795.39	4044.17	4497.97	2163.88
3.1.21.3-RXN	32271.410000000003	18033.16	27069.66	25763.89	17452.489999999998	31118.69	17711.62	16974.36	31660.19	30452.41	20403.48	22434.14	27162.86	24889.31
3.1.21.4-RXN	136.0	144.0	185.0	172.0	74.0	176.0	141.0	142.47	45.71	41.62	210.0	200.29	171.64	225.0
3.1.21.5-RXN	1400.9	2717.87	1298.0	1749.6999999999998	827.25	1139.0	2053.0	1262.58	1885.6	1033.33	1475.89	1528.8	1652.95	962.55
3.1.21.7-RXN	57.0	1.0	0.0	0.0	3.0	28.79	60.64	72.14	1.71	5.29	138.0	89.28999999999999	127.02	55.0
3.1.25.1-RXN	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0
3.1.26.11-RXN	9188.85	7743.4	8664.970000000001	9452.98	5231.08	6470.11	6586.31	6428.47	3512.12	8184.96	5330.3	8134.92	8716.21	5534.72
3.1.26.12-RXN	270.0	11.0	339.0	51.0	40.0	5961.79	415.64	141.14	5796.06	4734.79	642.0	56.29	692.5999999999999	480.0
3.1.26.3-RXN	6758.65	4833.2	6289.47	7026.82	3349.08	10529.13	5630.31	5159.8	8851.24	9585.04	5843.22	6267.92	7392.789999999999	5418.72
3.1.26.4-RXN	13686.8	9823.4	12708.69	14147.64	6768.16	21123.05	11434.09	10825.74	17705.36	19562.37	12099.61	12942.55	15138.259999999998	11022.44
3.1.26.5-RXN	6636.15	4836.7	6328.47	7004.82	3312.83	10525.13	5689.31	5120.55	8353.89	9399.29	5695.47	6242.92	7080.539999999999	5312.97
3.1.26.8-RXN	953.2	569.5	413.54	2144.97	182.0	670.1800000000001	1339.17	1352.0	1567.6	3774.0	2516.64	2167.88	2604.62	1336.3
3.1.3.16-RXN	9742.46	6183.23	8207.76	11422.509999999998	4948.82	12998.77	7359.12	9364.86	13066.72	14834.0	9833.86	11299.19	12783.1	7631.95
3.1.3.70-RXN	0.0	0.0	0.0	0.0	3.0	27.5	9.5	15.14	1.71	5.29	0.0	7.29	15.14	0.0
3.1.3.77-RXN	0.0	0.0	0.0	0.0	3.0	27.5	9.5	0.0	0.0	0.0	0.0	0.0	2.88	0.0
3.1.31.1-RXN	150.0	0.5	7.79	63.870000000000005	37.0	0.6	21.0	56.0	0.0	0.0	266.14	17.0	405.0	200.0
3.1.4.10-RXN	825.25	2311.0	1035.0	852.0	688.0	759.85	1362.0	529.0	178.0	184.0	293.0	470.0	627.75	572.75
3.1.4.14-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
3.1.4.37-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0
3.1.6.13-RXN	73.0	10.0	272.0	31.0	0.0	36.0	390.0	53.0	0.0	0.0	390.0	0.0	225.0	229.0
3.2.1.1-RXN	31126.55	20148.05	34133.340000000004	25152.25	19695.41	37553.44	19610.95	14300.84	18317.6	19009.52	12271.16	15538.41	18179.95	18836.63
3.2.1.10-RXN	4636.33	4093.33	5258.97	4720.76	3129.5	9967.45	3770.14	4011.97	7917.25	6439.71	2146.13	3547.29	4179.68	2137.84
3.2.1.11-RXN	1215.33	1004.83	2075.9300000000003	867.58	866.5	908.91	1401.5	461.58	322.08	2770.17	641.08	949.75	521.66	622.09
3.2.1.133-RXN	2498.52	1573.4	1153.25	4870.469999999999	563.3299999999999	2019.5	2774.17	4918.5	4697.5	2649.5	4913.139999999999	5551.38	5669.7	2260.38
3.2.1.135-RXN	7177.349999999999	5225.4	6173.18	8024.05	3381.83	4616.95	5929.31	6417.22	5187.29	3056.96	6232.22	7247.42	7389.38	5159.47
3.2.1.136-RXN	42.0	0.0	0.0	0.0	0.0	0.0	96.0	98.0	0.0	0.0	182.0	52.0	156.0	55.0
3.2.1.139-RXN	3159.33	1263.83	3857.93	2035.33	2094.5	1780.66	1635.5	910.5800000000002	268.0	167.67	860.58	1019.5	1099.7399999999998	1736.84
3.2.1.14-RXN	1892.0	228.0	1567.0	1050.34	1128.0	1048.29	294.64	289.78	62.36	404.58	281.34000000000003	465.58	755.95	823.66
3.2.1.141-RXN	149.0	0.0	9.0	24.67	37.0	0.0	0.0	42.0	12.67	13.0	212.67	40.0	386.33	199.33
3.2.1.156-RXN	26.0	0.0	37.75	90.0	0.0	0.0	25.0	115.25	53.27	33.0	141.25	72.5	180.58	78.0
3.2.1.17-RXN	4058.17	2877.17	3242.25	3653.44	2095.33	2262.03	2143.76	1876.78	465.17	3391.83	2433.5	3042.74	3517.83	3183.25
3.2.1.18-RXN	1964.2	3060.34	1668.5	2235.1	974.0	1566.75	2264.17	1487.5	1445.5	751.0	1962.0	2102.63	1739.37	1353.8
3.2.1.21-RXN	27861.59	19098.97	32474.620000000003	22663.67	16993.08	58180.41	21859.620000000003	17053.28	38289.16	27062.44	16950.4	19580.21	21531.93	19296.76
3.2.1.23-RXN	33256.08	28977.85	35764.98	30662.49	19584.16	78151.83000000002	28064.65	19950.17	50291.26	42625.19	18827.17	23651.92	22299.42	21765.89
3.2.1.24-RXN	208.0	0.0	48.0	344.67	0.0	56.35	176.17000000000002	578.0	5341.67	4738.0	735.6700000000001	860.3299999999999	631.0	199.33
3.2.1.25-RXN	146.5	0.0	2.0	270.17	23.0	29.75	166.0	476.0	219.02	169.75	688.6700000000001	576.0	507.58	206.83
3.2.1.3-RXN	6883.49	5738.66	9151.29	4776.49	4584.5	4379.98	5813.5	2314.24	1057.74	726.51	2288.74	2736.75	2374.98	4103.77
3.2.1.35-RXN	1047.0	2617.34	1289.0	1201.25	857.0	1180.25	1559.0	742.0	751.75	342.5	651.0	891.25	953.25	650.25
3.2.1.37-RXN	6867.66	2584.66	7859.860000000001	5825.66	4316.0	14961.82	3699.0	3125.6600000000003	7799.059999999999	6263.34	2659.16	3581.0	4084.83	3842.68
3.2.1.40-RXN	9388.24	5983.49	10896.29	6166.66	5827.5	5450.139999999999	6158.5	2968.24	7366.66	5612.01	2817.91	3314.5	3181.8100000000004	5885.1
3.2.1.50-RXN	1836.0	278.0	1584.0	967.0	1140.0	1025.0	193.0	199.0	308.0	110.0	232.0	409.0	403.0	1051.0
3.2.1.52-RXN	16582.98	18583.21	17076.15	14772.46	10327.83	17766.13	13796.59	9214.13	9972.39	7742.46	7797.47	10142.92	11175.53	9754.06
3.2.1.55-RXN	14728.57	7630.32	16787.72	10228.66	9227.0	25188.64	8730.0	6479.820000000001	8735.36	6448.18	5997.66	6801.0	8061.129999999999	9763.77
3.2.1.58-RXN	0.0	0.0	10.0	19.0	0.0	51.0	35.0	15.0	753.7	379.5	18.0	31.0	16.0	0.0
3.2.1.65-RXN	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	34.0	42.0	0.0	0.0	0.0	0.0
3.2.1.68-RXN	1862.15	727.7	1211.0	2561.2	495.25	19378.79	1850.64	3571.39	18640.19	15015.04	3251.08	3625.09	4989.72	1743.3
3.2.1.70-RXN	178.0	40.5	73.28999999999999	196.43	25.0	189.33	124.0	130.0	34.0	2625.0	134.14	246.0	754.5	6.0
3.2.1.73-RXN	81.0	0.0	53.0	25.25	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	15.0	0.0
3.2.1.78-RXN	5249.32	4172.66	8379.220000000001	3681.57	3476.0	3444.6400000000003	5800.0	2078.57	1315.4199999999998	807.93	2962.82	3050.25	2468.97	3251.6100000000006
3.2.1.8-RXN	7653.99	3843.99	9927.79	5383.49	5027.75	4788.98	5809.5	2813.24	6689.99	5241.01	4320.49	3495.5	4115.299999999999	5208.77
3.2.1.81-RXN	2506.33	1174.83	3483.1800000000003	1558.33	1941.5	1744.66	1432.5	461.33	267.33	161.67	495.33	671.0	615.16	1183.84
3.2.1.82-RXN	2121.0	300.0	1835.0	1164.0	1260.0	1008.0	324.0	564.0	0.0	29.0	332.0	565.0	684.0	1183.0
3.2.1.89-RXN	4583.33	3676.83	5075.68	3297.33	2886.0	2671.99	3407.5	2100.33	470.33	408.67	2084.33	2505.5	2977.37	3694.34
3.2.1.91-RXN	147.0	0.0	7.0	20.0	37.0	0.0	0.0	16.0	0.0	0.0	195.0	0.0	327.0	187.0
3.2.1.94-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	72.0	17.0	40.0	276.0
3.2.1.96-RXN	249.2	25.0	49.0	262.94	48.0	90.16	104.0	297.5	40.34	3188.0	408.34	874.8	1516.11	151.45999999999998
3.2.1.97-RXN	2986.2	2667.0	2897.0	2049.6	1952.0	1841.0	1732.0	1030.0	456.0	344.0	567.0	1086.8	1344.2	1450.8
3.2.1.99-RXN	12575.32	9430.32	15572.97	8784.07	8397.0	7832.64	9050.0	3917.0700000000006	1702.27	1193.4299999999998	3709.07	4683.5	4691.219999999999	7617.360000000001
3.2.2.10-RXN	5822.0	4488.17	5971.43	4818.58	3218.83	9641.82	4533.28	3414.05	8150.57	8881.29	4002.91	4024.54	4905.469999999999	4277.09
3.2.2.21-RXN	584.0	329.5	466.79	1363.43	58.0	865.29	969.81	625.14	343.71000000000004	318.04	2017.39	1381.62	1560.44	1201.0
3.2.2.23-RXN	324.0	109.0	364.5	187.11	70.0	206.12	450.64	229.14	64.71	2997.04	766.17	334.29	1344.1	735.33
3.2.2.24-RXN	70.0	16.0	47.0	25.0	17.0	45.0	16.0	24.0	0.0	0.0	23.0	97.0	14.0	0.0
3.4.11.10-RXN	26.0	0.0	23.0	0.0	0.0	15.0	0.0	38.0	11.0	74.0	57.0	100.0	122.0	47.0
3.4.11.18-RXN	11337.52	8207.07	9830.01	11978.04	5638.41	13605.13	8219.48	7883.05	9781.82	10377.29	7697.19	8923.0	10413.919999999998	8265.470000000001
3.4.11.19-RXN	313.2	453.2	146.0	773.6	114.0	281.0	600.0	626.0	349.0	317.0	1028.0	836.0	480.0	378.0
3.4.11.21-RXN	1518.62	918.7	686.29	3382.53	420.33	1625.6	1833.17	2904.5	2503.4300000000003	1369.75	3028.7200000000003	3517.33	3672.83	1907.25
3.4.11.24-RXN	26.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	11.0	63.0	40.0	40.0	59.0	41.0
3.4.11.4-RXN	6644.48	4822.7	6345.51	7365.25	3342.75	4731.78	5772.81	5061.47	3189.7200000000003	4979.46	5415.4400000000005	5554.17	6280.209999999999	5051.72
3.4.11.5-RXN	1156.33	1244.33	2115.9700000000003	1288.76	936.5	7441.66	1551.5	958.3300000000002	6693.11	5285.92	752.4100000000001	957.0	618.16	476.84
3.4.11.6-RXN	26.0	0.0	23.0	0.0	0.0	15.0	0.0	38.0	11.0	74.0	57.0	100.0	122.0	47.0
3.4.11.7-RXN	55.0	98.0	21.5	123.0	30.0	104.58	14.0	38.0	34.0	2861.0	43.0	174.0	556.0	0.0
3.4.11.9-RXN	11929.98	8867.7	11669.94	12137.0	6372.58	14151.79	9399.98	7725.52	10079.96	10403.25	8104.63	9376.79	10373.09	8819.14
3.4.13.19-RXN	6075.23	4535.7	5825.97	6469.379999999999	3151.5	4128.91	4668.67	3980.58	1875.58	1357.67	4458.22	5075.63	4797.41	4656.22
3.4.13.21-RXN	6186.83	2187.83	6840.18	4365.08	4323.5	4371.49	2562.5	1930.9700000000005	1646.39	1044.46	2188.83	2546.54	2650.21	3327.59
3.4.13.22-RXN	908.0	153.17	355.75	729.09	129.0	263.35	313.0	650.25	41.75	341.5	1432.09	763.75	1499.75	1672.91
3.4.13.9-RXN	688.6700000000001	500.5	289.04	1188.6	307.83	1151.78	607.81	1781.14	2288.6400000000003	9755.04	1407.22	2438.37	3361.6	437.33
3.4.14.11-RXN	55.0	25.0	21.5	123.0	30.0	86.33	71.0	38.0	92.83	2999.0	65.83	165.0	569.0	0.0
3.4.14.12-RXN	37.5	0.0	39.0	15.5	10.0	3.5	16.0	5.0	8.0	7.0	64.0	21.0	30.0	42.5
3.4.14.4-RXN	4799.83	3800.0	5180.93	3337.58	2892.5	2837.16	3224.5	1618.58	488.08	418.17	1492.08	1854.75	1882.66	3098.59
3.4.14.5-RXN	9599.66	7595.0	10345.86	6661.16	5782.0	11226.82	6446.0	3215.16	6741.51	5501.09	2971.16	3697.5	3728.32	6144.68
3.4.15.5-RXN	13291.66	5777.83	13762.86	8222.66	8347.0	7674.11	5491.639999999999	2945.3	820.87	724.63	2957.16	3882.79	4128.34	8132.68
3.4.15.6-RXN	55.0	8.0	0.0	917.0	0.0	0.85	28.17	0.0	0.0	0.0	86.0	192.33	110.67	0.0
3.4.16.4-RXN	44853.07	29858.33	38832.94	51629.31	20440.31	42513.5	37369.65	39625.23	33702.630000000005	40794.87	44107.07	47895.93	53616.72	37807.95
3.4.17.11-RXN	665.2	298.2	427.0	726.6	0.0	31.29	293.14	194.0	58.0	228.0	405.0	562.0	252.0	0.0
3.4.17.13-RXN	326.6	219.2	101.04	2029.17	50.25	159.15	288.26	582.9200000000001	124.13	190.37	711.39	1085.63	1425.96	682.85
3.4.17.14-RXN	2584.37	1224.0	989.79	4217.65	523.58	1922.41	2775.17	3782.5	1649.51	13982.0	5778.51	5169.38	6127.85	3041.37
3.4.17.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
3.4.17.19-RXN	424.2	462.2	190.0	1698.04	117.0	335.04	696.81	834.0	1678.6	788.0	1282.0	1539.33	973.55	452.0
3.4.19.11-RXN	329.7	95.2	197.75	378.6	17.0	94.25	203.0	623.0	11.0	73.0	875.14	686.75	1185.5	416.0
3.4.19.5-RXN	0.0	9.0	0.0	75.0	3.0	32.89	12.64	15.14	352.31	93.29	3.14	7.29	21.52	0.0
3.4.21.102-RXN	16451.31	12487.2	16666.83	13558.98	9117.08	10221.12	12164.31	8509.21	3760.05	2813.63	8937.130000000001	10036.92	10977.11	11786.65
3.4.21.105-RXN	5628.7	4435.2	5571.43	5849.18	3153.83	9846.34	3901.67	3416.2200000000003	6992.97	8574.96	2578.16	3713.37	4484.719999999999	3424.59
3.4.21.107-RXN	5087.52	1922.57	3391.29	7584.24	2013.58	4040.21	3424.62	7169.36	3015.75	5205.16	7516.559999999999	9404.54	10106.32	4954.79
3.4.21.110-RXN	13.5	73.0	7.75	0.0	0.0	18.25	0.0	0.0	0.0	0.0	0.0	23.75	0.0	0.0
3.4.21.116-RXN	1546.0700000000002	944.2	682.8299999999999	3379.23	351.33	1396.85	1624.17	3254.5	2175.83	1365.75	3502.03	3979.88	4174.7	1665.63
3.4.21.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	5.0	4.0	0.0	0.0	0.0	0.0
3.4.21.26-RXN	965.0	2316.0	1104.0	1104.25	691.0	813.0	1460.0	538.0	211.75	210.25	481.5	589.25	679.88	1016.25
3.4.21.50-RXN	3.5	0.0	0.0	1.5	0.0	7.0	0.0	5.0	0.0	0.0	5.0	6.0	4.0	7.0
3.4.21.53-RXN	8748.4	6155.53	8792.94	10437.25	4396.91	5702.71	8181.15	7188.63	3216.05	2341.71	8305.94	8910.58	10230.62	7151.14
3.4.21.62-RXN	0.0	0.5	0.79	23.43	0.0	0.25	0.0	0.0	0.0	0.0	3.14	61.0	3.5	0.0
3.4.21.66-RXN	18.0	73.0	0.0	0.0	0.0	18.0	0.0	84.0	0.0	11.0	158.0	362.0	241.0	90.0
3.4.21.72-RXN	18.0	0.0	0.0	0.0	0.0	0.0	0.0	53.14	1.71	12.29	169.0	349.29	197.14	90.0
3.4.21.81-RXN	1525.0	211.0	1510.0	844.0	1107.0	972.0	155.0	93.0	0.0	23.0	121.0	257.0	358.0	775.0
3.4.21.83-RXN	0.0	1.0	0.0	0.0	3.0	5905.79	18.64	15.14	5779.06	4680.04	0.0	7.29	28.02	0.0
3.4.21.88-RXN	3489.05	2458.03	3338.7200000000003	5357.83	1415.08	8818.7	4563.31	5250.22	9607.49	7313.46	6089.469999999999	6397.77	6191.94	3209.07
3.4.21.89-RXN	13342.009999999998	8116.06	13087.830000000002	13325.31	6764.58	15130.96	10160.82	10017.71	10866.4	13613.13	10777.38	12909.16	14587.78	9604.23
3.4.21.92-RXN	8582.82	5812.6	7074.51	10870.31	3768.66	17803.23	7413.48	8828.05	16923.25	15793.29	9915.77	10749.4	12482.89	7572.37
3.4.21.96-RXN	1806.0	399.0	1540.25	1060.0	1157.0	1184.58	205.17	360.25	44.0	122.0	364.25	492.83	761.9200000000001	1064.0
3.4.22.10-RXN	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
3.4.22.37-RXN	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
3.4.22.40-RXN	14499.49	11643.83	15511.29	10577.24	8731.5	19990.81	10078.5	5053.74	13078.94	13649.01	4694.24	5870.25	6141.98	9291.77
3.4.23.43-RXN	2070.99	855.9	923.29	4152.07	500.66	8185.62	1760.81	4389.61	8502.2	9395.91	3617.47	5857.91	6452.28	1398.75
3.4.23.48-RXN	35.5	1.5	7.0	18.0	12.25	0.0	0.0	18.25	0.0	0.0	5.75	46.0	23.25	13.75
3.4.24.11-RXN	0.0	0.0	0.0	0.0	0.0	5877.0	6.0	0.0	5777.35	4674.75	0.0	0.0	10.0	0.0
3.4.24.13-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
3.4.24.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
3.4.24.28-RXN	6.2	146.5	0.79	33.03	0.0	49.5	0.0	0.0	0.0	0.0	0.0	6.8	9.2	2.8
3.4.24.29-RXN	6.2	0.0	0.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	9.2	2.8
3.4.24.3-RXN	0.0	0.0	0.0	48.0	0.0	3.75	0.0	220.0	0.0	45.75	95.25	116.0	250.25	0.0
3.4.24.40-RXN	29.0	2.0	48.0	0.0	0.0	2.58	6.28	17.0	0.0	71.0	62.0	48.0	52.0	6.0
3.4.24.55-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
3.4.24.70-RXN	5019.83	3811.0	5463.93	3388.58	2932.5	2907.95	3627.14	1729.72	506.79	478.21	2096.08	1874.04	2476.76	3514.59
3.4.24.71-RXN	3872.83	1343.83	4019.93	2315.08	2130.5	7754.16	1795.5	1047.5800000000002	6096.43	4904.92	1100.08	1242.75	1172.66	2696.59
3.5.1.26-RXN	0.0	8.0	0.0	75.0	0.0	0.0	0.0	0.0	11.0	0.0	3.14	0.0	3.5	0.0
3.5.1.27-RXN	8187.77	5448.7	7211.76	9827.85	3638.41	23415.710000000003	7166.4800000000005	7580.3	23348.77	23103.54	8972.689999999999	8866.55	11337.57	7058.77
3.5.1.29-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
3.5.1.80-RXN	3726.9	5768.87	3512.79	5708.299999999999	1880.0	9343.76	5255.95	4658.78	8653.87	9371.08	4836.389999999999	5288.71	6676.44	2792.63
3.5.1.81-RXN	325.0	101.0	175.0	422.0	23.0	4.0	98.0	533.0	41.0	64.0	621.0	1025.0	787.88	364.0
3.5.1.82-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	2.88	0.0
3.5.1.87-RXN	247.0	174.0	96.0	217.0	0.0	73.0	136.0	326.0	52.0	161.0	458.0	1020.0	510.76	143.0
3.5.1.88-RXN	8187.77	5448.7	7211.76	9827.85	3638.41	23415.710000000003	7166.4800000000005	7580.3	23348.77	23103.54	8972.689999999999	8866.55	11337.57	7058.77
3.5.2.14-RXN	48.6	6.2	15.5	22.8	0.0	0.0	0.0	0.0	18.0	24.0	14.0	95.1	34.4	25.6
3.5.2.17-RXN	0.0	2.0	0.0	0.0	3.0	30.08	15.78	0.0	0.0	2.0	0.0	9.0	29.76	0.0
3.5.4.22-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
3.5.4.27-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0
3.5.5.1-RXN	3.0	0.0	0.0	0.0	0.0	17.5	0.0	35.33	32.0	18.08	38.0	41.0	44.25	0.0
3.6.1.17-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
3.6.1.41-RXN	220.0	84.0	283.0	51.0	40.0	88.78999999999999	402.64	111.14	18.71	60.04	604.0	19.29	594.0999999999999	416.0
3.6.4.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
3.7.1.8-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	0.0	0.0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	6704.15	4976.2	6132.47	7148.76	3399.08	4777.629999999999	5414.31	5211.8	3108.8900000000003	4956.29	5489.22	6456.92	6994.789999999999	5294.22
3PGAREARR-RXN	16143.51	12604.69	16530.58	14028.89	9107.08	16484.16	12027.95	9500.6	10314.76	7768.92	9173.13	10656.01	12027.88	11684.45
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	4772.83	3675.33	5128.68	3233.83	2864.75	14156.98	3164.56	1727.16	13084.03	10490.5	1484.33	2399.25	2749.56	2442.09
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	236.2	108.2	96.0	220.6	0.0	1.29	83.14	146.14	12.71	67.28999999999999	226.0	517.29	171.9	0.0
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	2.0	0.0	0.0	8.879999999999999	0.0
4-HYDROXYBENZOATE-DECARBOXYLASE-RXN	0.0	2.0	5.5	0.0	0.0	5.91	6.28	27.14	103.71	9.29	41.0	47.29	157.9	0.0
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	324.9	133.5	104.54	289.63	27.0	154.0	180.0	164.14	5361.54	4623.29	281.83	264.64	286.54	128.6
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	29.0	74.0	48.0	0.0	0.0	19.54	3.14	0.0	0.0	2.0	0.0	0.0	8.879999999999999	0.0
4-HYDROXYPROLINE-EPIMERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
4-NITROPHENYLPHOSPHATASE-RXN	1808.0	516.0	1629.5	1186.0	1140.0	1105.37	265.64	306.14	551.31	3336.29	476.0	621.29	1154.02	920.0
4.1.1.32-RXN	140.5	5.5	32.0	34.0	12.25	0.0	132.0	424.25	23.0	65.0	646.75	478.0	754.25	237.75
4.1.1.38-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
4.1.1.64-RXN	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.1.1.68-RXN	0.0	1.0	0.0	0.0	0.0	1.79	3.14	0.0	0.0	0.0	0.0	0.0	5.76	0.0
4.1.1.74-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	0.0	0.0	0.0	0.0	0.0	2.88	0.0
4.1.1.77-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	2.88	0.0
4.1.1.81-RXN	1861.57	1152.2	942.83	4408.06	566.3299999999999	2509.75	2330.34	4514.25	2886.26	1794.5	3890.19	5286.96	5258.66	2200.3
4.1.1.82-RXN	68.0	0.0	91.0	36.0	4.0	15.0	38.0	146.0	0.0	27.0	210.0	449.0	258.33	117.0
4.1.1.83-RXN	0.0	0.0	2.75	0.0	0.0	3.5	0.0	0.0	0.0	0.0	1.75	7.5	10.25	3.5
