run_accession	sample_accession	sample_alias	sample_title	fastq_ftp
SRR31239416	SAMN43528747	GH064	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/016/SRR31239416/SRR31239416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/016/SRR31239416/SRR31239416_2.fastq.gz
SRR31239419	SAMN43528744	GH061	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31239419/SRR31239419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31239419/SRR31239419_2.fastq.gz
SRR31239420	SAMN43528690	GH007	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31239420/SRR31239420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31239420/SRR31239420_2.fastq.gz
SRR31239421	SAMN43528743	GH060	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31239421/SRR31239421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31239421/SRR31239421_2.fastq.gz
SRR31239422	SAMN43528742	GH059	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31239422/SRR31239422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31239422/SRR31239422_2.fastq.gz
SRR31239427	SAMN43528737	GH054	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/027/SRR31239427/SRR31239427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/027/SRR31239427/SRR31239427_2.fastq.gz
SRR31239433	SAMN43528732	GH049	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239433/SRR31239433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239433/SRR31239433_2.fastq.gz
SRR31239434	SAMN43528731	GH048	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31239434/SRR31239434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31239434/SRR31239434_2.fastq.gz
SRR31239435	SAMN43528730	GH047	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31239435/SRR31239435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31239435/SRR31239435_2.fastq.gz
SRR31239437	SAMN43528728	GH045	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/037/SRR31239437/SRR31239437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/037/SRR31239437/SRR31239437_2.fastq.gz
SRR31239438	SAMN43528727	GH044	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/038/SRR31239438/SRR31239438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/038/SRR31239438/SRR31239438_2.fastq.gz
SRR31239439	SAMN43528726	GH043	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31239439/SRR31239439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31239439/SRR31239439_2.fastq.gz
SRR31239440	SAMN43528725	GH042	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/040/SRR31239440/SRR31239440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/040/SRR31239440/SRR31239440_2.fastq.gz
SRR31239441	SAMN43528724	GH041	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31239441/SRR31239441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31239441/SRR31239441_2.fastq.gz
SRR31239442	SAMN43528688	GH005	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31239442/SRR31239442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31239442/SRR31239442_2.fastq.gz
SRR31239446	SAMN43528720	GH037	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/046/SRR31239446/SRR31239446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/046/SRR31239446/SRR31239446_2.fastq.gz
SRR31239447	SAMN43528719	GH036	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31239447/SRR31239447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31239447/SRR31239447_2.fastq.gz
SRR31239448	SAMN43528843	GH160	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/048/SRR31239448/SRR31239448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/048/SRR31239448/SRR31239448_2.fastq.gz
SRR31239449	SAMN43528842	GH159	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/049/SRR31239449/SRR31239449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/049/SRR31239449/SRR31239449_2.fastq.gz
SRR31239454	SAMN43528837	GH154	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/054/SRR31239454/SRR31239454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/054/SRR31239454/SRR31239454_2.fastq.gz
SRR31239455	SAMN43528836	GH153	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31239455/SRR31239455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31239455/SRR31239455_2.fastq.gz
SRR31239458	SAMN43528699	GH016	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31239458/SRR31239458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31239458/SRR31239458_2.fastq.gz
SRR31239460	SAMN43528832	GH149	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31239460/SRR31239460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31239460/SRR31239460_2.fastq.gz
SRR31239464	SAMN43528828	GH145	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31239464/SRR31239464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31239464/SRR31239464_2.fastq.gz
SRR31239468	SAMN43528824	GH141	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31239468/SRR31239468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31239468/SRR31239468_2.fastq.gz
SRR31239474	SAMN43528819	GH136	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31239474/SRR31239474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31239474/SRR31239474_2.fastq.gz
SRR31239477	SAMN43528816	GH133	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/077/SRR31239477/SRR31239477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/077/SRR31239477/SRR31239477_2.fastq.gz
SRR31239479	SAMN43528814	GH131	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31239479/SRR31239479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31239479/SRR31239479_2.fastq.gz
SRR31239484	SAMN43528896	GH213	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/084/SRR31239484/SRR31239484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/084/SRR31239484/SRR31239484_2.fastq.gz
SRR31239490	SAMN43528891	GH208	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31239490/SRR31239490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31239490/SRR31239490_2.fastq.gz
SRR31239491	SAMN43528890	GH207	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/091/SRR31239491/SRR31239491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/091/SRR31239491/SRR31239491_2.fastq.gz
SRR31239495	SAMN43528886	GH203	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/095/SRR31239495/SRR31239495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/095/SRR31239495/SRR31239495_2.fastq.gz
SRR31239496	SAMN43528885	GH202	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31239496/SRR31239496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31239496/SRR31239496_2.fastq.gz
SRR31239497	SAMN43528884	GH201	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31239497/SRR31239497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31239497/SRR31239497_2.fastq.gz
SRR31239499	SAMN43528686	GH003	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31239499/SRR31239499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31239499/SRR31239499_2.fastq.gz
SRR31239500	SAMN43528883	GH200	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31239500/SRR31239500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31239500/SRR31239500_2.fastq.gz
SRR31239506	SAMN43528877	GH194	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31239506/SRR31239506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31239506/SRR31239506_2.fastq.gz
SRR31239508	SAMN43528875	GH192	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31239508/SRR31239508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31239508/SRR31239508_2.fastq.gz
SRR31239511	SAMN43528873	GH190	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/011/SRR31239511/SRR31239511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/011/SRR31239511/SRR31239511_2.fastq.gz
SRR31239512	SAMN43528697	GH014	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/012/SRR31239512/SRR31239512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/012/SRR31239512/SRR31239512_2.fastq.gz
SRR31239515	SAMN43528811	GH128	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31239515/SRR31239515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31239515/SRR31239515_2.fastq.gz
SRR31239517	SAMN43528809	GH126	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31239517/SRR31239517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31239517/SRR31239517_2.fastq.gz
SRR31239523	SAMN43528696	GH013	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31239523/SRR31239523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31239523/SRR31239523_2.fastq.gz
SRR31239524	SAMN43528803	GH120	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31239524/SRR31239524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31239524/SRR31239524_2.fastq.gz
SRR31239526	SAMN43528801	GH118	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31239526/SRR31239526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31239526/SRR31239526_2.fastq.gz
SRR31239529	SAMN43528798	GH115	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31239529/SRR31239529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31239529/SRR31239529_2.fastq.gz
SRR31239531	SAMN43528796	GH113	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31239531/SRR31239531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31239531/SRR31239531_2.fastq.gz
SRR31239535	SAMN43528793	GH110	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31239535/SRR31239535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31239535/SRR31239535_2.fastq.gz
SRR31239536	SAMN43528792	GH109	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31239536/SRR31239536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31239536/SRR31239536_2.fastq.gz
SRR31239537	SAMN43528791	GH108	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/037/SRR31239537/SRR31239537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/037/SRR31239537/SRR31239537_2.fastq.gz
SRR31239541	SAMN43528787	GH104	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31239541/SRR31239541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31239541/SRR31239541_2.fastq.gz
SRR31239546	SAMN43528774	GH091	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/046/SRR31239546/SRR31239546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/046/SRR31239546/SRR31239546_2.fastq.gz
SRR31239547	SAMN43528693	GH010	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31239547/SRR31239547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31239547/SRR31239547_2.fastq.gz
SRR31239552	SAMN43528769	GH086	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31239552/SRR31239552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31239552/SRR31239552_2.fastq.gz
SRR31239554	SAMN43528767	GH084	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/054/SRR31239554/SRR31239554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/054/SRR31239554/SRR31239554_2.fastq.gz
SRR31239558	SAMN43528692	GH009	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31239558/SRR31239558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31239558/SRR31239558_2.fastq.gz
SRR31239560	SAMN43528762	GH079	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31239560/SRR31239560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31239560/SRR31239560_2.fastq.gz
SRR31239561	SAMN43528761	GH078	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31239561/SRR31239561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31239561/SRR31239561_2.fastq.gz
SRR31239565	SAMN43528757	GH074	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31239565/SRR31239565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31239565/SRR31239565_2.fastq.gz
SRR31239576	SAMN43528718	GH035	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31239576/SRR31239576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31239576/SRR31239576_2.fastq.gz
SRR31239578	SAMN43528716	GH033	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31239578/SRR31239578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31239578/SRR31239578_2.fastq.gz
SRR31239580	SAMN43528714	GH031	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31239580/SRR31239580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31239580/SRR31239580_2.fastq.gz
SRR31239582	SAMN43528713	GH030	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31239582/SRR31239582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31239582/SRR31239582_2.fastq.gz
SRR31239590	SAMN43528916	GH233	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31239590/SRR31239590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31239590/SRR31239590_2.fastq.gz
SRR31239592	SAMN43528914	GH231	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/092/SRR31239592/SRR31239592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/092/SRR31239592/SRR31239592_2.fastq.gz
SRR31239595	SAMN43528912	GH229	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/095/SRR31239595/SRR31239595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/095/SRR31239595/SRR31239595_2.fastq.gz
SRR31239602	SAMN43528905	GH222	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31239602/SRR31239602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31239602/SRR31239602_2.fastq.gz
SRR31239605	SAMN43528903	GH220	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31239605/SRR31239605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31239605/SRR31239605_2.fastq.gz
SRR31239606	SAMN43528902	GH219	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31239606/SRR31239606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31239606/SRR31239606_2.fastq.gz
SRR31239607	SAMN43528901	GH218	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31239607/SRR31239607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31239607/SRR31239607_2.fastq.gz
SRR31239608	SAMN43528872	GH189	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31239608/SRR31239608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31239608/SRR31239608_2.fastq.gz
SRR31239613	SAMN43528867	GH184	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31239613/SRR31239613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31239613/SRR31239613_2.fastq.gz
SRR31239614	SAMN43528866	GH183	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/014/SRR31239614/SRR31239614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/014/SRR31239614/SRR31239614_2.fastq.gz
SRR31239615	SAMN43528865	GH182	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31239615/SRR31239615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31239615/SRR31239615_2.fastq.gz
SRR31239618	SAMN43528863	GH180	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31239618/SRR31239618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31239618/SRR31239618_2.fastq.gz
SRR31239619	SAMN43528862	GH179	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31239619/SRR31239619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31239619/SRR31239619_2.fastq.gz
SRR31239628	SAMN43528701	GH018	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31239628/SRR31239628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31239628/SRR31239628_2.fastq.gz
SRR31239629	SAMN43528853	GH170	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31239629/SRR31239629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31239629/SRR31239629_2.fastq.gz
SRR31239630	SAMN43528852	GH169	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31239630/SRR31239630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31239630/SRR31239630_2.fastq.gz
SRR31239633	SAMN43528849	GH166	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239633/SRR31239633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239633/SRR31239633_2.fastq.gz
SRR31239634	SAMN43528848	GH165	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31239634/SRR31239634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31239634/SRR31239634_2.fastq.gz
SRR31239638	SAMN43528844	GH161	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/038/SRR31239638/SRR31239638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/038/SRR31239638/SRR31239638_2.fastq.gz
SRR31239641	SAMN43528694	GH011	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31239641/SRR31239641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31239641/SRR31239641_2.fastq.gz
SRR31239924	SAMN43527935	DM064	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31239924/SRR31239924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31239924/SRR31239924_2.fastq.gz
SRR31239925	SAMN43527934	DM063	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31239925/SRR31239925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31239925/SRR31239925_2.fastq.gz
SRR31239933	SAMN43527927	DM056	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239933/SRR31239933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239933/SRR31239933_2.fastq.gz
SRR31239935	SAMN43527925	DM054	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31239935/SRR31239935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31239935/SRR31239935_2.fastq.gz
SRR31239936	SAMN43527924	DM053	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31239936/SRR31239936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31239936/SRR31239936_2.fastq.gz
SRR31239937	SAMN43527923	DM052	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/037/SRR31239937/SRR31239937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/037/SRR31239937/SRR31239937_2.fastq.gz
SRR31239938	SAMN43527922	DM051	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/038/SRR31239938/SRR31239938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/038/SRR31239938/SRR31239938_2.fastq.gz
SRR31239939	SAMN43527877	DM006	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31239939/SRR31239939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31239939/SRR31239939_2.fastq.gz
SRR31239942	SAMN43527919	DM048	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31239942/SRR31239942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31239942/SRR31239942_2.fastq.gz
SRR31239943	SAMN43527918	DM047	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31239943/SRR31239943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31239943/SRR31239943_2.fastq.gz
