run_accession	fastq_bytes	country
SRR31228204	1028807578;1057587209	Burkina Faso: Nanoro
SRR31228205	1058772435;1087937153	Burkina Faso: Nanoro
SRR31228206	1384386918;1449686725	Burkina Faso: Nanoro
SRR31228208	967009144;1023619642	Burkina Faso: Nanoro
SRR31228210	1130199385;1223398669	Burkina Faso: Nanoro
SRR31228211	1057855242;1086148337	Burkina Faso: Nanoro
SRR31228212	1058901049;1113542704	Burkina Faso: Nanoro
SRR31228219	1134955856;1223810218	Burkina Faso: Nanoro
SRR31228220	1210285626;1267357859	Burkina Faso: Nanoro
SRR31228223	1104278390;1180341544	Burkina Faso: Nanoro
SRR31228227	1206218241;1274329793	Burkina Faso: Nanoro
SRR31228228	1074210993;1106571710	Burkina Faso: Nanoro
SRR31228230	1269815639;1354919456	Burkina Faso: Nanoro
SRR31228231	1188683151;1229592814	Burkina Faso: Nanoro
SRR31228237	915823979;954768589	Burkina Faso: Nanoro
SRR31228241	1057008045;1129995908	Burkina Faso: Nanoro
SRR31228244	978759264;1012539322	Burkina Faso: Nanoro
SRR31228245	1011209748;1051086368	Burkina Faso: Nanoro
SRR31228249	1307713872;1347719666	Burkina Faso: Nanoro
SRR31228252	1094810115;1131633364	Burkina Faso: Nanoro
SRR31228254	1010114487;1074442869	Burkina Faso: Nanoro
SRR31228256	1089647721;1126082067	Burkina Faso: Nanoro
SRR31228257	1112824058;1135349783	Burkina Faso: Nanoro
SRR31228274	1217863138;1259554067	Burkina Faso: Nanoro
SRR31228275	1291692781;1313776109	Burkina Faso: Nanoro
SRR31228278	1285983764;1322925810	Burkina Faso: Nanoro
SRR31228282	955656597;994612815	Burkina Faso: Nanoro
SRR31228283	1038268007;1072121030	Burkina Faso: Nanoro
SRR31228284	1012287003;1048060282	Burkina Faso: Nanoro
SRR31228285	1172059520;1240580513	Burkina Faso: Nanoro
SRR31228288	1192979142;1263552168	Burkina Faso: Nanoro
SRR31228290	909007145;952921819	Burkina Faso: Nanoro
SRR31228291	1538599562;1575061354	Burkina Faso: Nanoro
SRR31228294	1096026860;1126180892	Burkina Faso: Nanoro
SRR31228296	1078375591;1141337583	Burkina Faso: Nanoro
SRR31228299	1170109277;1260637169	Burkina Faso: Nanoro
SRR31228305	1112426232;1164774000	Burkina Faso: Nanoro
SRR31228310	724327007;763375570	Burkina Faso: Nanoro
SRR31228311	1140408507;1208252076	Burkina Faso: Nanoro
SRR31228312	1169097406;1216787193	Burkina Faso: Nanoro
SRR31228314	1322250456;1367817418	Burkina Faso: Nanoro
SRR31239411	1046295886;1090515673	Ghana: Navrongo
SRR31239414	1088706906;1134833232	Ghana: Navrongo
SRR31239416	1390784226;1447096096	Ghana: Navrongo
SRR31239419	1238098605;1313853783	Ghana: Navrongo
SRR31239420	1259271149;1350118524	Ghana: Navrongo
SRR31239421	1146109080;1206152700	Ghana: Navrongo
SRR31239422	1292590369;1349803879	Ghana: Navrongo
SRR31239427	1204047500;1246235197	Ghana: Navrongo
SRR31239433	1031564972;1081271695	Ghana: Navrongo
SRR31239434	1127895102;1164806087	Ghana: Navrongo
SRR31239435	1118577677;1173232248	Ghana: Navrongo
SRR31239437	1122256950;1166029663	Ghana: Navrongo
SRR31239438	1095315894;1129949227	Ghana: Navrongo
SRR31239439	1975978870;2009653652	Ghana: Navrongo
SRR31239440	1138750021;1181288207	Ghana: Navrongo
SRR31239441	1154332029;1189190447	Ghana: Navrongo
SRR31239442	1350071233;1408487508	Ghana: Navrongo
SRR31239446	1117240200;1194506793	Ghana: Navrongo
SRR31239447	1108761547;1147389183	Ghana: Navrongo
SRR31239448	1165041965;1178101103	Ghana: Navrongo
SRR31239449	1269588097;1306603695	Ghana: Navrongo
SRR31239454	1179878795;1237545149	Ghana: Navrongo
SRR31239455	1260214396;1304388756	Ghana: Navrongo
SRR31239458	1496937684;1594210198	Ghana: Navrongo
SRR31239460	1334300345;1396737365	Ghana: Navrongo
SRR31239464	1164621346;1208674927	Ghana: Navrongo
SRR31239468	1079662729;1145523829	Ghana: Navrongo
SRR31239474	1084615768;1127260052	Ghana: Navrongo
SRR31239477	1226508486;1269767286	Ghana: Navrongo
SRR31239479	1130238382;1174609650	Ghana: Navrongo
SRR31239484	1187456479;1223793836	Ghana: Navrongo
SRR31239490	1219689108;1267288810	Ghana: Navrongo
SRR31239491	1098368424;1133608736	Ghana: Navrongo
SRR31239495	1043939982;1089442062	Ghana: Navrongo
SRR31239496	1147266724;1195651992	Ghana: Navrongo
SRR31239497	1150135286;1213926456	Ghana: Navrongo
SRR31239499	1085766457;1144613626	Ghana: Navrongo
SRR31239500	1033785502;1079793708	Ghana: Navrongo
SRR31239506	1053752373;1099115135	Ghana: Navrongo
SRR31239508	1030640916;1078185609	Ghana: Navrongo
SRR31239511	1041851910;1089745068	Ghana: Navrongo
SRR31239512	1059438329;1105328595	Ghana: Navrongo
SRR31239515	1065364588;1127120323	Ghana: Navrongo
SRR31239517	1170844872;1198654583	Ghana: Navrongo
SRR31239523	1170498851;1212670110	Ghana: Navrongo
SRR31239524	1034707933;1099974072	Ghana: Navrongo
SRR31239526	1104353746;1169634691	Ghana: Navrongo
SRR31239529	1069826227;1120440208	Ghana: Navrongo
SRR31239531	1249165472;1300570862	Ghana: Navrongo
SRR31239535	1179132653;1217758128	Ghana: Navrongo
SRR31239536	1256955937;1287689986	Ghana: Navrongo
SRR31239537	1173274380;1186171170	Ghana: Navrongo
SRR31239541	1107907716;1180226592	Ghana: Navrongo
SRR31239546	1089280423;1126186199	Ghana: Navrongo
SRR31239547	1129092639;1173337472	Ghana: Navrongo
SRR31239552	1179531683;1244530232	Ghana: Navrongo
SRR31239554	1065266697;1108493139	Ghana: Navrongo
SRR31239558	1110625315;1133107036	Ghana: Navrongo
SRR31239560	1274135103;1346346283	Ghana: Navrongo
SRR31239561	1140191451;1193818782	Ghana: Navrongo
SRR31239565	1107657879;1141079664	Ghana: Navrongo
SRR31239576	1234544814;1262709208	Ghana: Navrongo
SRR31239578	1065682742;1106991271	Ghana: Navrongo
SRR31239580	1130446406;1177837136	Ghana: Navrongo
SRR31239582	1092717603;1172110315	Ghana: Navrongo
SRR31239590	1230259988;1311105725	Ghana: Navrongo
SRR31239592	1249882496;1297183655	Ghana: Navrongo
SRR31239595	1239384223;1291332495	Ghana: Navrongo
SRR31239602	1112968255;1177960221	Ghana: Navrongo
SRR31239605	1204433935;1242872368	Ghana: Navrongo
SRR31239606	1291091994;1348819344	Ghana: Navrongo
SRR31239607	1312924317;1346201664	Ghana: Navrongo
SRR31239608	1151923337;1178536849	Ghana: Navrongo
SRR31239613	1445383475;1517947427	Ghana: Navrongo
SRR31239614	1031309939;1070776532	Ghana: Navrongo
SRR31239615	1308544190;1347949878	Ghana: Navrongo
SRR31239618	1264313938;1315296207	Ghana: Navrongo
SRR31239619	1272529140;1343553369	Ghana: Navrongo
SRR31239628	1274209420;1359286957	Ghana: Navrongo
SRR31239629	1077918193;1125554859	Ghana: Navrongo
SRR31239630	1236506859;1299181947	Ghana: Navrongo
SRR31239633	1178900416;1220544731	Ghana: Navrongo
SRR31239634	1236959838;1315553353	Ghana: Navrongo
SRR31239638	1054640060;1094609498	Ghana: Navrongo
SRR31239641	1160882711;1226247635	Ghana: Navrongo
SRR31239924	1205657253;1240435592	South Africa: DIMAMO
SRR31239925	1133220607;1171439870	South Africa: DIMAMO
SRR31239933	1021647917;1056993538	South Africa: DIMAMO
SRR31239935	914579127;949786367	South Africa: DIMAMO
SRR31239936	1234241582;1278105556	South Africa: DIMAMO
SRR31239937	1200191824;1257299316	South Africa: DIMAMO
SRR31239938	1195168932;1251863928	South Africa: DIMAMO
SRR31239939	1265041274;1368019219	South Africa: DIMAMO
SRR31239942	1043842149;1081623992	South Africa: DIMAMO
SRR31239943	1076991445;1114948388	South Africa: DIMAMO
SRR31239946	1103193923;1149625940	South Africa: DIMAMO
SRR31239948	1141041894;1171807075	South Africa: DIMAMO
SRR31239953	1090600251;1146015008	South Africa: DIMAMO
SRR31239955	1051386115;1080187419	South Africa: DIMAMO
SRR31239956	1124220096;1187473298	South Africa: DIMAMO
SRR31239957	1017972582;1055471203	South Africa: DIMAMO
SRR31239958	1052783389;1072034904	South Africa: DIMAMO
SRR31239966	1096916486;1143048756	South Africa: DIMAMO
SRR31239967	1152162627;1205200994	South Africa: DIMAMO
SRR31239977	1030098418;1067186974	South Africa: DIMAMO
SRR31239979	1097976685;1145383624	South Africa: DIMAMO
SRR31239991	1069054205;1121174695	South Africa: DIMAMO
SRR31239997	1125860656;1174166064	South Africa: DIMAMO
SRR31239998	1033923818;1095432511	South Africa: DIMAMO
SRR31239999	1242911295;1274646662	South Africa: DIMAMO
SRR31240005	1059100860;1091323227	South Africa: DIMAMO
SRR31240007	1226678979;1296838591	South Africa: DIMAMO
SRR31240010	1109917746;1146209123	South Africa: DIMAMO
SRR31240013	1101469135;1135840901	South Africa: DIMAMO
SRR31240015	1018149452;1056334363	South Africa: DIMAMO
SRR31240017	889694431;924548843	South Africa: DIMAMO
SRR31240021	1265808606;1326331319	South Africa: DIMAMO
SRR31240022	1208450063;1260190716	South Africa: DIMAMO
SRR31240030	1125780591;1205887186	South Africa: DIMAMO
SRR31240031	1006168161;1048273588	South Africa: DIMAMO
SRR31240039	988899563;1047031354	South Africa: DIMAMO
SRR31240040	1890554823;2024751813	South Africa: DIMAMO
SRR31240043	1150371369;1221100907	South Africa: DIMAMO
SRR31240047	1202219221;1247482981	South Africa: DIMAMO
SRR31240048	1278880359;1334373502	South Africa: DIMAMO
SRR31240049	1223181119;1283937683	South Africa: DIMAMO
SRR31240056	1053016709;1100985194	South Africa: DIMAMO
SRR31240057	1101095959;1145243513	South Africa: DIMAMO
SRR31240058	1300174562;1367742478	South Africa: DIMAMO
SRR31240060	1096171714;1126935089	South Africa: DIMAMO
SRR31240061	1050151076;1078680538	South Africa: DIMAMO
SRR31240065	1056575689;1082934226	South Africa: DIMAMO
SRR31240070	993993721;1030450818	South Africa: DIMAMO
SRR31240072	1057102568;1107561969	South Africa: DIMAMO
SRR31240073	1054815126;1099719511	South Africa: DIMAMO
SRR31240074	1647589593;1701457913	South Africa: DIMAMO
SRR31240075	1121636337;1155169157	South Africa: DIMAMO
SRR31240076	1046199278;1102211523	South Africa: DIMAMO
SRR31240077	1201289230;1252928558	South Africa: DIMAMO
SRR31240084	1057648255;1096065046	South Africa: DIMAMO
SRR31240087	1167637603;1190941316	South Africa: DIMAMO
SRR31240098	1242497877;1327780180	South Africa: DIMAMO
SRR31240101	1091684995;1167466069	South Africa: DIMAMO
SRR31240109	1146841322;1177248397	South Africa: DIMAMO
SRR31240113	1186994270;1268131429	South Africa: DIMAMO
SRR31240114	1149909686;1204047449	South Africa: DIMAMO
SRR31240115	1160652856;1208474704	South Africa: DIMAMO
SRR31240117	1255918942;1302892552	South Africa: DIMAMO
SRR31240123	1002323665;1056979784	South Africa: DIMAMO
SRR31242455	1243096757;1283185105	South Africa: Soweto
SRR31242457	1188229316;1244337199	South Africa: Soweto
SRR31242460	1057171650;1094675579	South Africa: Soweto
SRR31242462	976404172;1016052515	South Africa: Soweto
SRR31242463	1164905582;1206650776	South Africa: Soweto
SRR31242464	1030504892;1064593001	South Africa: Soweto
SRR31242466	1140468784;1178598412	South Africa: Soweto
SRR31242468	1032518115;1074695703	South Africa: Soweto
SRR31242473	1167303037;1190171493	South Africa: Soweto
SRR31242475	1135156561;1180155327	South Africa: Soweto
SRR31242479	1136397631;1218789523	South Africa: Soweto
SRR31242480	1044794667;1102104104	South Africa: Soweto
SRR31242481	1102038544;1149267905	South Africa: Soweto
SRR31242484	1220502533;1259850967	South Africa: Soweto
SRR31242489	1245652051;1310609645	South Africa: Soweto
SRR31242491	1089325225;1134891311	South Africa: Soweto
SRR31242494	1203736908;1247471407	South Africa: Soweto
SRR31242497	1268356313;1331658098	South Africa: Soweto
SRR31242500	1221981382;1252558519	South Africa: Soweto
SRR31242506	1185332958;1252215402	South Africa: Soweto
SRR31242509	1204786134;1265208664	South Africa: Soweto
SRR31242513	1127693958;1176732601	South Africa: Soweto
SRR31242515	1107137537;1151915253	South Africa: Soweto
SRR31242516	1052111048;1086167809	South Africa: Soweto
SRR31242517	1200179188;1250769242	South Africa: Soweto
SRR31242518	1107207813;1142996726	South Africa: Soweto
SRR31242519	1151593975;1220613229	South Africa: Soweto
SRR31242520	1091210150;1156658462	South Africa: Soweto
SRR31242525	1117569134;1145999471	South Africa: Soweto
SRR31242526	1058817733;1118898494	South Africa: Soweto
SRR31242529	1181163403;1230587872	South Africa: Soweto
SRR31242533	1207842029;1262997769	South Africa: Soweto
SRR31242540	1162347263;1205364205	South Africa: Soweto
SRR31242541	1009039926;1043574652	South Africa: Soweto
SRR31242542	1125383130;1184509787	South Africa: Soweto
SRR31242543	1045213788;1094087536	South Africa: Soweto
SRR31242547	975783215;1040563848	South Africa: Soweto
SRR31242548	1162025563;1220766004	South Africa: Soweto
SRR31242555	1074210794;1120070228	South Africa: Soweto
SRR31242556	1064468963;1101862292	South Africa: Soweto
SRR31242558	1117761804;1177716128	South Africa: Soweto
SRR31242565	1084013850;1121772655	South Africa: Soweto
SRR31242566	1091143919;1118872701	South Africa: Soweto
SRR31242573	1221643903;1283154845	South Africa: Soweto
SRR31242578	1216086673;1257950204	South Africa: Soweto
SRR31242579	1084199184;1148751415	South Africa: Soweto
SRR31242581	960883506;1013926403	South Africa: Soweto
SRR31242582	1031662037;1076088777	South Africa: Soweto
SRR31242585	1166613636;1181182455	South Africa: Soweto
SRR31242587	962487558;1004922781	South Africa: Soweto
SRR31242592	1046418012;1079626299	South Africa: Soweto
SRR31242593	1233346758;1279411929	South Africa: Soweto
SRR31242594	1136260987;1203243126	South Africa: Soweto
SRR31242595	1077999456;1133574911	South Africa: Soweto
SRR31242596	1014294832;1060850694	South Africa: Soweto
SRR31242601	1227131364;1296034200	South Africa: Soweto
SRR31242602	1349867303;1404978371	South Africa: Soweto
SRR31242604	1119059532;1160592069	South Africa: Soweto
SRR31242606	1275048216;1328361410	South Africa: Soweto
SRR31242610	1057182404;1100598498	South Africa: Soweto
SRR31242611	1035644588;1069927196	South Africa: Soweto
SRR31242613	1228184112;1299283741	South Africa: Soweto
SRR31242616	1682675252;1764448070	South Africa: Soweto
SRR31242618	1164854142;1228784339	South Africa: Soweto
SRR31242621	1327950966;1385916753	South Africa: Soweto
SRR31242630	1058546198;1097769753	South Africa: Soweto
SRR31242635	1295923513;1336738434	South Africa: Soweto
SRR31242636	1036363205;1050094189	South Africa: Soweto
SRR31242638	1065724420;1110258634	South Africa: Soweto
SRR31242639	1069458622;1125306923	South Africa: Soweto
SRR31242643	1180422942;1218065545	South Africa: Soweto
SRR31242644	1077454750;1130731931	South Africa: Soweto
SRR31242646	1151867514;1221407690	South Africa: Soweto
SRR31242650	1244923319;1346183096	South Africa: Soweto
SRR31242654	1053839978;1113786738	South Africa: Soweto
SRR31242657	1088403063;1141873135	South Africa: Soweto
SRR31242658	1855627687;1957750597	South Africa: Soweto
SRR31242659	1095852670;1106251725	South Africa: Soweto
SRR31242664	1291531483;1365151446	South Africa: Soweto
SRR31242665	1200668383;1261848564	South Africa: Soweto
SRR31242681	943479197;964418685	Kenya: Nairobi
SRR31242684	1247817985;1296840071	Kenya: Nairobi
SRR31242686	934030931;981697698	Kenya: Nairobi
SRR31242691	1095397185;1130090594	Kenya: Nairobi
SRR31242693	1062569918;1112606447	Kenya: Nairobi
SRR31242695	1120396239;1161086098	Kenya: Nairobi
SRR31242696	921864203;973976649	Kenya: Nairobi
SRR31242698	1088509982;1123866033	Kenya: Nairobi
SRR31242701	1143525255;1185002922	Kenya: Nairobi
SRR31242703	1140714412;1178930560	Kenya: Nairobi
SRR31242707	1071994226;1107068550	Kenya: Nairobi
SRR31242713	1258122190;1312968076	Kenya: Nairobi
SRR31242714	1257877216;1351168972	Kenya: Nairobi
SRR31242716	1033603269;1095859404	Kenya: Nairobi
SRR31242722	1173118488;1212162924	Kenya: Nairobi
SRR31242724	1063027306;1109028444	Kenya: Nairobi
SRR31242725	1181312148;1225237370	Kenya: Nairobi
SRR31242727	1060333284;1121541351	Kenya: Nairobi
SRR31242730	1158020529;1206483358	Kenya: Nairobi
SRR31242731	1226970274;1277014409	Kenya: Nairobi
SRR31242733	1209248324;1267842563	Kenya: Nairobi
SRR31242736	1236539445;1282772271	Kenya: Nairobi
SRR31242737	1150058336;1191353741	Kenya: Nairobi
SRR31242741	1173066706;1196130677	Kenya: Nairobi
SRR31242742	1138529264;1178813127	Kenya: Nairobi
SRR31242744	1248112346;1333000026	Kenya: Nairobi
SRR31242750	1026052534;1057330610	Kenya: Nairobi
SRR31242751	854828035;890490951	Kenya: Nairobi
SRR31242755	1247267323;1318625486	Kenya: Nairobi
SRR31242756	1182989170;1239571860	Kenya: Nairobi
SRR31242759	947724798;981303403	Kenya: Nairobi
SRR31242763	1157379526;1199211199	Kenya: Nairobi
SRR31242766	1150616278;1198705083	Kenya: Nairobi
SRR31242768	1031318218;1075733026	Kenya: Nairobi
SRR31242769	1004591116;1078065075	Kenya: Nairobi
SRR31242771	1064258447;1124545577	Kenya: Nairobi
SRR31242775	1025266038;1079672928	Kenya: Nairobi
SRR31242778	1346151240;1406835932	Kenya: Nairobi
SRR31242782	1107726442;1146484274	Kenya: Nairobi
SRR31242784	1171624595;1263025466	Kenya: Nairobi
SRR31242785	1078260270;1142380965	Kenya: Nairobi
SRR31242786	1222395470;1297680922	Kenya: Nairobi
SRR31242788	1084225378;1133406244	Kenya: Nairobi
SRR31242791	1163518806;1214347954	Kenya: Nairobi
SRR31242793	1129477668;1188215947	Kenya: Nairobi
SRR31242797	984023909;997056850	Kenya: Nairobi
SRR31242799	1315581569;1409023629	Kenya: Nairobi
SRR31242800	1261242484;1302632498	Kenya: Nairobi
SRR31242802	1156753441;1207892161	Kenya: Nairobi
SRR31242807	1288624659;1364039627	Kenya: Nairobi
SRR31242814	1105596962;1120250844	Kenya: Nairobi
SRR31242818	1036058585;1088164011	Kenya: Nairobi
SRR31242819	1217355072;1285499963	Kenya: Nairobi
SRR31242822	1118384260;1180196935	Kenya: Nairobi
SRR31242827	1139881216;1227649875	Kenya: Nairobi
SRR31242830	1065332948;1104717004	Kenya: Nairobi
SRR31242832	1293332054;1358230384	Kenya: Nairobi
SRR31242834	1050313969;1078152257	Kenya: Nairobi
SRR31242837	1220050906;1270407041	Kenya: Nairobi
SRR31242838	959646563;1004354997	Kenya: Nairobi
SRR31242843	1203877070;1261195526	Kenya: Nairobi
SRR31242844	1079153910;1125863763	Kenya: Nairobi
SRR31242845	1090545787;1155857673	Kenya: Nairobi
SRR31242846	1286507426;1342668301	Kenya: Nairobi
SRR31242849	1132088861;1173794033	Kenya: Nairobi
SRR31242850	1081344492;1125211800	Kenya: Nairobi
SRR31242851	1152596153;1223820296	Kenya: Nairobi
SRR31242854	1069262857;1102295746	Kenya: Nairobi
SRR31242855	1145219464;1193674383	Kenya: Nairobi
SRR31242858	1272769555;1329433875	Kenya: Nairobi
SRR31242860	1131357638;1195813817	Kenya: Nairobi
SRR31242861	1140612476;1179709891	Kenya: Nairobi
SRR31242865	1071635261;1115623400	Kenya: Nairobi
SRR31242866	1138424541;1171010641	Kenya: Nairobi
SRR31242871	1162463370;1211421454	Kenya: Nairobi
SRR31242874	1146294775;1182404301	Kenya: Nairobi
SRR31242875	1216526199;1312424621	Kenya: Nairobi
SRR31242879	1053555392;1066419442	Kenya: Nairobi
SRR31242885	1031918038;1079144975	Kenya: Nairobi
SRR31242887	1076403342;1124614302	Kenya: Nairobi
SRR31242888	1091569033;1125154976	Kenya: Nairobi
SRR31242890	1153111388;1183777938	Kenya: Nairobi
SRR31242895	1226519330;1271346974	Kenya: Nairobi
SRR31242897	1048861460;1102378328	Kenya: Nairobi
SRR31242900	1082146732;1145073480	Kenya: Nairobi
SRR31242908	1143144461;1191821684	Kenya: Nairobi
SRR31242909	1246816451;1281705610	Kenya: Nairobi
SRR31242914	1054147916;1126615663	Kenya: Nairobi
